Simulation_ID,Iteration_0,Iteration_1,Iteration_2,Iteration_3,Iteration_4,Iteration_5,Iteration_6,Iteration_7,Iteration_8,Iteration_9,Iteration_10,Iteration_11,Iteration_12,Iteration_13,Iteration_14,Iteration_15,Iteration_16,Iteration_17,Iteration_18,Iteration_19,Iteration_20,Iteration_21,Iteration_22,Iteration_23,Iteration_24,Iteration_25,Iteration_26,Iteration_27,Iteration_28,Iteration_29,Iteration_30,Iteration_31,Iteration_32,Iteration_33,Iteration_34,Iteration_35,Iteration_36,Iteration_37,Iteration_38,Iteration_39,Iteration_40,Iteration_41,Iteration_42,Iteration_43,Iteration_44,Iteration_45,Iteration_46,Iteration_47,Iteration_48,Iteration_49,Iteration_50,Iteration_51,Iteration_52,Iteration_53,Iteration_54,Iteration_55,Iteration_56,Iteration_57,Iteration_58,Iteration_59,Iteration_60,Iteration_61,Iteration_62,Iteration_63,Iteration_64,Iteration_65,Iteration_66,Iteration_67,Iteration_68,Iteration_69,Iteration_70,Iteration_71,Iteration_72,Iteration_73,Iteration_74,Iteration_75,Iteration_76,Iteration_77,Iteration_78,Iteration_79,Iteration_80,Iteration_81,Iteration_82,Iteration_83,Iteration_84,Iteration_85,Iteration_86,Iteration_87,Iteration_88,Iteration_89,Iteration_90,Iteration_91,Iteration_92,Iteration_93,Iteration_94,Iteration_95,Iteration_96,Iteration_97,Iteration_98,Iteration_99
10,47366.506771889486,49969.75843648919,46225.135853567204,51003.16911341858,48001.47132365104,53630.48712383132,45393.28840192644,47159.608572540885,43133.29944435893,44669.882003488456,48272.72624604259,49836.06042234862,55639.548277021466,45771.59557961377,43023.818105635095,48350.036372601106,42259.63976308269,47603.667439665354,44120.05443545153,46333.66956178291,49077.20611278552,45160.80454209328,48429.657514296036,48167.84472931865,39337.1694124412,42347.2008450094,40163.834205150655,51496.46781900552,44682.947858802574,50648.14843098821,39653.34058105353,42975.22184952552,47298.96811102485,45240.345400832055,46301.11125296266,40513.0661771141,48860.31663175803,46870.28989026171,45598.332930704026,42048.47134296245,45207.8775800562,43168.24216823093,38748.73115818219,43798.2428340872,43387.35161457681,47217.8666497822,36597.3101320693,44429.40712910272,39908.24285212231,44556.86823037928,44662.342642493844,43116.03610712278,45906.5703226278,39266.073863406215,46726.52362271962,40845.25873928986,38061.528358836375,42098.02986409758,36194.48582641395,43641.63928347067,41927.97434131904,46634.666835272,44692.719089784005,38091.06626645291,39791.907503170245,44070.16654974987,45043.986165285445,46174.62919026428,46078.34890489631,41834.739768418825,43211.00304170879,46135.761192418126,40938.503830895876,43053.507636592236,40721.65827270188,39933.93573068033,41781.0950047772,39355.416511268864,41065.917371985284,38102.28584763859,40735.45230445073,42707.57621229803,39317.97688615845,41161.04673941205,41506.50236019411,42438.01064372726,40491.736427015225,44323.25714246183,34054.83742113164,50107.87981800758,37848.735591443576,41856.50464038961,37491.852182290786,42485.90053467219,41238.55664183912,38200.544963324,43646.00071743422,39616.739326687995,41821.79807248948,37065.088623372685
11,45481.340496459445,46167.87520789192,52690.92987276248,44815.61984949253,45643.516949487894,48362.09406722436,48537.68298546555,48798.49697779321,47043.93671049339,41342.38427926245,50226.98090336351,41331.6947423402,45968.43348876491,42586.317279938055,44794.757290902424,46052.039712971135,46028.343089440874,46350.14641355291,50163.87606098767,46451.30976484474,44218.69876706992,48085.07893852274,48806.30556455885,41071.65499156163,46911.68022351954,47243.752775394874,44047.79678924802,49402.26180259718,44519.82212149591,45401.844651108935,44446.170162291615,45049.8529522607,41491.91972193535,40391.83717569826,50102.41620231991,42289.72368538135,41827.54448173982,38109.151636468116,42955.32240739359,40766.112661096005,50254.44851243638,48231.41468589643,42797.918895431285,52207.794577101784,48141.6495583731,43960.53957277241,37001.901712404564,52331.01623229037,40553.368106356495,39734.72400973795,48272.22538243085,52807.207700285675,49429.673019233654,46804.50918416755,46903.21389332892,47730.92978809698,47428.57148731765,45899.812556702,45333.443532646,44799.70199072153,42587.313315626634,44101.839754026325,39582.538194574765,44685.3131942568,41836.50845711707,41468.51418490953,45575.66128369113,49454.40731630272,47938.6131392074,39974.39806840583,41833.18996297492,48010.46780156229,41856.04034067741,44281.17392000952,46760.166716878564,41901.297744436364,45337.201619667074,40731.11841626174,43075.623539356115,46023.302189256116,39902.42005269866,46409.519161473276,44937.15904343462,46767.96785413487,45716.52522900692,49365.249375916304,45400.7184084733,43625.90226839919,45391.35200970331,46738.553692916445,45156.352225042254,45129.89341185243,42753.62659901838,42878.717063836964,40511.66313024098,50598.64557819821,41019.637646747884,42782.703367053095,42701.09675017857,47863.75800622221
12,50822.6337494357,42349.77925994956,45766.32787745887,42497.543561895654,52112.62601323224,41038.97297892123,46677.96079120931,42648.28667367104,43866.855547366446,46451.321067984565,48918.670200403656,50194.86899935694,40081.76652791577,45856.80391796628,49670.37953082727,39607.00499596179,46006.027180975514,44993.33184825541,46326.53380601532,42528.62711895528,40406.019749716994,38878.05943942712,48124.42865107873,48532.95723674673,45968.59311678715,43290.72528099809,39806.25314090961,46802.70548001608,41477.50629492261,42723.84440076628,43122.9949453993,44367.8872777697,42571.07056893232,45107.068067175365,43010.18143837955,47244.39380748551,48299.40132476177,45347.336563291006,46480.40427321953,51777.139038802845,41247.66957804379,41052.902075903665,47223.993282486,51228.93708004725,44166.404601796086,50525.86829510004,45308.587900139166,42821.16069747494,41829.78435635935,47014.12347163772,42072.13098309537,45260.08589685449,50067.0880812291,44018.30274281161,49204.83031886048,41113.4608328755,43291.49087578624,40497.13911611227,45233.58961911475,47496.25017509307,45240.5986803398,48926.560191904486,42602.62642998678,45721.096811805015,43312.09816443566,46157.36507335569,46611.95534787976,46863.667071949,41574.09811764608,42152.81247428298,42746.279333788196,44235.58160682689,45278.996493460574,47265.885189941364,42286.08416211446,39876.73824735439,51898.378122261725,41379.350333912225,47676.23591358576,45100.05400719576,45804.17805058042,44995.03838132511,43768.5059777692,46484.71130535507,43596.52093997665,48732.168791157725,46819.011220019696,46918.70116250078,43377.20620781891,44243.664841315214,41198.67901234539,43870.3486184782,41682.95706765985,49201.81924988389,45161.71460990082,45545.59115212938,44279.531112479934,45632.2525505645,52887.60843474459,44039.55108994403
13,45033.12838349882,40802.124056479486,41591.63627815881,44023.28094606506,43049.560953090295,44401.69183044657,45181.279759670746,46695.01681394154,44774.40391021091,46556.80526024385,45206.318127392384,38678.50698766761,41994.12673977999,44538.91982169083,41128.97682290846,46919.771935987854,49898.40266349983,48900.03792543141,44316.982813023336,49770.32363791985,45475.73586304676,43921.32489242227,43037.11147666899,44032.09700323799,43757.83418066807,45545.33191160156,45513.83673935957,45009.74726449093,46398.20214318832,48810.06807931629,48038.57323341224,40248.326500960306,36827.452368313745,47989.82371596568,40625.98816507065,44280.75071394341,41255.63831661005,39233.66259974394,46732.68073025532,47429.29651296847,43155.166717674496,36708.66466513629,43252.017765592056,46253.77281728815,40267.48297992279,45586.751743293295,44951.008482646415,46853.73279872348,45382.65717892529,41886.17938917902,48829.02880532637,44492.7053663137,44912.625473568216,42013.54253096577,43581.496796187166,42168.63131511392,44446.57260824505,50477.467136455496,40609.91634261966,39836.603526794424,49707.745047979544,44330.16423311403,42858.96723628827,48327.694999667445,43062.030272842036,50843.2310833502,47169.36278828566,43438.68349393375,51903.38628244961,43061.71224638932,47374.705190429784,45957.73625730078,49165.57212607616,49996.83582952593,45102.413277010455,42589.06281489221,46471.91085740517,42831.31081679326,51442.839192085194,45436.91305946476,43830.97103580125,45590.97697876771,40689.19587350497,41890.835076765914,48841.32450542216,42897.93830729154,41649.8848554178,46717.288808087316,48794.25329492159,47300.650594128216,48187.35259457861,42578.255716577725,40450.2058664261,49804.26768625756,43967.42451570516,44197.33434734385,49250.221253916985,46779.93603008211,46458.840870661144,51928.00750368347
14,44657.97980825957,45828.37611076787,42527.978144807435,42111.09456634076,37550.87137183656,41503.00543500045,42206.06911472242,39821.764987554154,38662.37255107844,36536.21108123771,35146.335490906575,34544.55053515006,42702.70108166008,41391.82975991761,39441.70336896748,39999.94590788722,41804.81886421068,40675.4183747927,36982.95709671502,44265.03504831211,42387.3451602848,42335.7236202528,44235.75620630234,39022.59748687167,45580.91029769239,41319.53964146161,44681.90025544263,44259.3278162514,38655.6321301898,43659.786346230285,43165.29106792151,42288.91649590109,41960.63666251304,42058.4749342364,45004.64656610119,44324.06111888031,42642.98686630467,37841.965947453216,44269.087611936266,45073.13933894465,50189.59510171313,46340.37570092602,36892.33252836747,43291.378117263695,48907.51120283905,45177.17452390342,44304.21216571952,46203.96403176108,41402.32916996882,44994.53445385433,42733.85581057942,43543.26545146709,46327.82212699202,40781.99281949977,47939.725734348016,42535.890613415155,44793.71702567726,39548.677557423216,46404.489431798545,48800.52976674622,42595.57128492617,40760.4164763006,45273.38419101505,49109.93951851903,39885.71151571362,41055.773416028904,43213.26008006981,42112.27349887551,42193.08731493202,38177.601870263796,46834.477181193724,46104.10762938485,39654.59165153743,49824.64259347615,50611.81864010079,42900.13254373394,49106.69286486379,43610.85146847342,46094.724347826916,42911.41975379168,52742.17053164494,44780.01759981705,46202.61667101488,43667.28722880263,51895.6038505504,52047.267877587125,51299.781460849495,49212.12426622754,44222.89567203325,48942.04960000903,46341.099407077214,50634.051023919856,50075.93707581966,44498.10772591462,49679.507215543745,48899.681957312285,37912.47762655575,49421.58310540014,45547.54640564427,44164.664146138646
15,46735.42180530336,46539.700902466415,51701.62503696068,48806.476178454075,43439.773879318265,52579.56085873405,50483.065401438704,48367.763156150075,45709.59431802397,43293.43080612122,45101.867609501925,49706.21780527561,52182.1913305059,51019.187371279084,44445.782860384934,42356.6181528691,46319.522858802724,40138.97382817867,46761.40941266403,45184.23738040991,44094.54177988021,40412.101699897765,47087.964785467535,43669.094686819255,41559.296428757385,36041.08414982195,45073.568465454126,50762.11420025227,50336.231506755204,43486.78692841888,42951.70928563018,46308.15842752088,41542.540331971206,45632.400746088955,47047.41648679061,48451.438841682306,44134.05240980961,43732.08238327209,41503.58703551032,41596.407109496686,43446.98471763229,45276.579722821865,46953.77383424943,41389.423317418856,48665.49230955936,42950.5862948456,43679.099405559755,41285.69030349464,35848.4917731872,46364.298803708894,45822.54693534225,42493.69121116111,43537.60261835191,44903.53074917837,38181.67143978125,41418.14254360297,45582.05101519389,38955.97081555537,43838.375281923116,38487.22105348793,44250.151701363044,42572.81594351674,37447.73980526399,46272.620479717494,40124.05442899372,39811.232605594385,42975.154764472354,45938.26578079815,38941.28937118832,42318.58764072563,43422.717851562884,44197.73592304004,42473.70388597803,40663.8947533172,39119.38806160087,41972.630122718096,38195.417787908686,32207.234008372812,42881.83985815302,44306.73290561724,33782.05054970046,38041.589017655475,43183.313837236834,47715.298634390565,41127.145925167366,38660.289577965756,40333.92330765643,45248.08938975904,38710.69240457927,38149.6562857899,39091.58436538113,37515.00501922869,40887.49450613285,45623.21349134502,41387.389027506644,39475.29707602416,39278.325151591474,35139.20355358484,42896.65835757797,39750.92096955903
16,43884.97042752168,46912.02132493602,50181.429876936614,48405.235886172224,50907.484985494,44828.409190994775,40717.29854089401,47147.1362777087,47594.57004242819,50742.586617948924,50094.99564399164,47939.8018158621,48600.76383686054,45466.97941454683,42108.93425387952,46316.10183501285,49012.92195229576,47898.33458143115,48395.45621258269,44287.74745801605,44736.10870419963,47062.11307711824,43695.62078201643,43723.44274995176,46256.57345943815,47667.21841042533,44523.12440696205,41368.70281553744,42665.62949206497,45601.24562115286,45491.654963158966,45580.04284857792,46405.51866728016,44685.260454002506,45444.138939448596,44381.166692200146,48130.49259991966,48967.33288373439,40508.29520951521,43425.618027697026,44276.43554464744,43246.883022564274,49767.655322561826,44676.252849483106,41311.69904232779,45726.797304775966,44614.59327178256,44650.18501933863,49391.26431421802,44657.86609776892,42492.92958824968,37137.05482974707,42793.95546517309,47431.62898797225,42890.07699923839,35942.9514358487,41445.644385388216,46146.3002942179,44645.60485758835,40140.66395944847,40948.664473098695,41372.60097774095,40495.47754620024,36050.49816868788,44918.238996731016,46426.6322654455,37474.296712646166,46242.95564690247,41862.2449474481,46041.63563534932,42171.94644663448,42413.5406747056,43100.88177943399,39310.171597950946,45590.63402952644,38108.55165513039,40339.64904380928,43233.20252401369,39855.42371529499,43902.241384749235,45746.206097623006,44512.87447609955,35006.45119824861,41534.02343409508,44352.39041483452,36776.30268006841,43234.745798324315,42984.35934973065,36899.09012357533,43376.61523743922,41508.996575659425,42646.87828956462,37402.74986050108,40904.67799663085,34897.92398031191,32996.45641872252,40662.77217701002,43663.32648305033,40880.104876355326,39796.972595378735
17,38286.94980494745,39781.00056733376,41203.75119923499,40821.72018741423,42553.07409767321,38959.97896771186,42066.180978405886,39664.400126680965,42929.850104496574,42605.53958520541,37713.666860528,44252.920549537885,39133.401824119894,43504.97687369159,42165.21839278328,46942.793826350455,40416.221987723206,40084.20645444197,41210.584533886526,40373.25903836467,43973.95550035597,36312.654537851406,38183.77181428722,38209.29327720921,44737.95399128514,47241.63955993893,41504.146339063926,41368.86139488288,42203.96490176016,45768.51561885126,39153.682091802286,42954.699936670506,45383.25867793004,43936.83467714084,43010.70157715638,45678.09497096233,33895.111207856986,44785.362638660525,40593.82650086093,36899.5504876351,44464.13114676277,47294.697243511364,42529.86172288835,46089.60259145345,48270.40153667478,47389.544433287134,48500.41174651371,45698.04029466238,43635.32703842449,38338.355866575526,42747.9535733377,40907.6715010488,50623.78437276068,43184.64014769127,44212.43719989217,45653.64209221839,44099.12378798781,49454.46635968144,42108.53214345985,44794.46102847635,41866.51836819049,40089.05927722505,42426.177292941466,44336.027703990534,43151.48540679729,42380.212460363255,40166.4507829168,44471.435904961916,39992.975611181595,47310.96696259461,45213.30215888536,40356.037221914245,44101.440044349525,42754.715663726296,46253.681665664604,49592.471730304365,39373.18547087099,45812.52789771618,45002.72656933827,47734.146830500074,46338.79486692626,43320.97086570851,44777.007203846624,43321.4041269157,49382.61678290945,46078.298285851226,52164.61827521771,45957.40054730837,43955.320568108735,41449.04323656825,40593.58939961734,41365.10841672587,47359.85578828725,48203.67765009336,41586.65439996182,49581.29432221529,45242.08342249178,47328.323496939614,52088.39893971029,49869.8858107697
18,37336.65957402185,33001.421889623234,37299.340875086535,39230.10153632162,45151.30347589043,38782.53551394699,42062.399515536104,39956.36314627087,44490.15302604179,44339.072069848306,44470.83104383845,35229.03048364225,41510.00179966883,43347.79543958216,42210.82239018485,43097.714303235916,41318.03634502666,38818.71074049532,35842.015640771264,39277.612171759225,49984.093009784265,39930.76472135834,35285.50683206518,43970.740580595695,44434.44172475416,45887.11481616362,43345.515050245536,44615.01575538515,47868.49281129235,39664.989875906285,39100.889863856224,38689.24226534982,41412.16358584551,46920.28507677387,44093.85918082835,44038.56172341698,36723.66917372743,40397.96376900507,36812.76426171017,46505.562283404695,47902.35160551717,45393.60342615912,39811.98162333042,47782.876019974574,42300.69539903044,39295.548483409664,40166.43163776783,41946.73108933845,43552.59065949045,42948.344987360724,39014.81459720625,47488.673115454665,43194.828734569775,41463.46240740867,47371.149376526664,40101.98908643599,38747.14737215751,48102.262859418996,50153.45121957119,42693.0099120327,44095.32021708938,40643.804226664426,44401.41454461724,42932.288610605625,44198.44151714053,45905.58643627077,41152.601136967955,43579.57745182952,39035.980258390635,43742.82856962536,44650.50592256055,45752.94578039747,45857.55402007136,48054.1689639741,40305.39037064861,40546.94380718937,47066.40277019344,38919.76835802711,46101.7121938875,41808.921179170924,50689.572507500634,46528.72043200162,45096.680534898005,49797.39367553224,42536.507518366896,43215.19018102002,42044.152613111735,43383.389627198376,46417.792172197864,47873.5752833092,49440.185756812505,40595.22648426107,45955.08894836797,43029.63107594701,45989.54595370273,54186.495173578245,47721.83642627883,49736.87376626024,53203.505000208286,50607.546378159226
19,38511.00653830383,39731.67233693384,48603.31285186866,35402.61616125672,41094.79519961092,41850.153503184745,43898.758664048335,40808.495586056364,41551.41829206969,39383.08822061391,41568.27691905505,39679.56249618607,42837.51489602421,39736.438843852295,42196.62025038599,40966.96505681413,44734.67393378407,41037.560286537046,35599.02337446525,45381.58314571912,38515.79805138103,39392.79620117226,39649.43941461638,46024.464524409246,34862.81221223787,51808.47207538875,45217.7656273952,42623.455434304225,41804.13717782586,42964.278090049556,43788.803892026,44256.609066959376,44040.5605538373,42619.991513350134,41772.55745905696,41990.67296705624,41921.748048325964,46244.22592613623,44586.25019816744,33348.332126650064,44927.16531317806,43522.14572208998,42909.8289490701,41797.144990519606,46708.27181506635,46213.90286061133,40779.3167154897,44625.79964203084,40284.637843407276,39049.86833732189,41529.858416665644,46365.71971768544,46726.76782197115,45389.34809178609,46138.488336095405,45540.659407656756,41906.85485488251,45412.455173259645,46662.320581738684,46585.44942712061,48046.9470311431,46579.70362417472,45508.472647971445,47879.026217158025,44440.38449565553,41773.9607120309,44144.85238204662,42353.6852739931,42647.51032816278,44416.32813249822,42413.75120229507,44034.725125357094,39031.342156656974,45844.156025209566,45236.180753482346,42688.34668361209,47483.323512721065,48444.66888484943,40370.9599491708,43145.1392944467,43195.3101372463,42719.58280372436,48452.2992921614,45248.4432246139,45092.94644719998,39597.7414439994,48114.145777477606,42185.88828798404,46414.00663907447,47180.53549439551,50717.74387032005,42246.11815716227,36842.61160642386,47164.0761189694,52408.10042729938,50681.80004657792,47458.788916757585,45285.35006456331,49512.08523853232,43884.6521609457
20,45757.061602803835,49383.0680895033,41301.99845865964,45208.85822509617,42635.83082006329,47847.73226420854,39133.308273579416,44910.13163010246,46072.76379862383,41968.02516808392,42996.19189689099,45049.212740390736,48056.308414212726,41694.81846852143,42252.96019080101,48601.8808673291,44126.47872025653,42511.87507249607,47331.79135109413,43437.76960885681,48287.74891308408,42876.09479366492,44489.29740216001,48023.90932924394,44275.965212243995,47419.37063065167,44790.24765830078,51341.41378048009,50020.09153312912,40750.091960212005,46671.17977999363,42387.50724447666,45612.82220413674,45218.78601379284,41622.76154530404,48387.15053929704,45650.56941942104,44089.014285847734,43598.048562420496,45447.28630325195,46305.36005604571,44600.07748365355,35935.937373516135,45054.050291975946,40387.257402848714,44329.75178992296,40505.394377377146,40467.2075677457,48952.38983023529,43975.705660977954,43730.681088569865,46544.07695625149,43814.11032616816,51732.179494807715,44126.33676567674,46168.40131834563,48107.01226040596,50127.21032194211,42625.580365895556,43662.51678771634,49078.69400093925,47592.199372968615,48440.562994139065,40620.14546060906,49953.59921255686,42563.49586148863,45615.337530054065,44525.686791706335,42188.85492304617,40479.88555705279,39419.686026774725,45380.85889937272,40118.97891125294,41371.790095721975,44302.285189765695,36555.81279916832,47492.735078540805,37288.357865258215,44752.40834773512,45048.06152510172,46721.79750458179,44866.62143235234,51457.30548426636,45692.2140210192,48371.55967757971,42684.91901161508,45386.4217798063,49952.22430409257,44239.375600993146,45615.15124542474,48138.73103723992,42624.86553538677,38083.00693337858,45817.83569187958,48163.741341945606,40675.37355234569,47144.70367128748,47166.29243948652,37724.811970831026,42003.87637629833
21,46669.58476752305,41671.088733599594,46295.85176440323,52104.583318208446,46784.008479718796,47384.70754476443,42543.23032720532,44532.693999324176,45233.71501730684,45346.94805401641,50394.18943694135,48006.833616542615,42594.84968931665,46869.62337179049,47604.41060529072,49587.87086266199,50926.41706570567,42549.67838413062,43132.528691399646,41632.31650803888,44836.995036716246,47007.49831337978,48603.91489752957,45130.6940980813,44279.518228614805,45717.9488075192,42489.15887640009,51777.43300033236,39875.686733424234,45540.66480196126,51354.327780322725,44829.8403106728,44129.24882536896,43522.8413136733,44018.70621431989,48918.36764421742,37376.587338291036,49290.826227986625,39756.46842529085,43389.136788874115,42798.135026761454,45984.380564276405,38916.30510427504,45438.54849105817,50366.679683406815,39456.02500348482,44354.534483828014,41558.42470781853,44968.89966587832,43596.62642308394,41411.88835570468,44955.130705526826,49097.1462745499,42641.633118997896,45485.04359669237,38972.63764592339,39979.80763458642,44481.397058914175,47648.16119030499,43966.24554439694,41755.790059901665,42684.60118422342,38614.856867458526,44479.90358979172,45298.21327418239,40957.35133897454,40829.19846050293,43113.43659751282,40794.41603658929,41909.58775440949,48769.6147758379,41189.31573741079,40762.402422623,39766.250060351325,44149.091076476565,41117.05234267177,39548.26890363407,45783.728458829195,46027.57809929212,39492.78600377755,35370.50649908037,44496.77108020542,39011.20475958819,43661.31504863399,34756.27384392819,43846.210472456776,37043.441745493416,43186.93002949773,40823.45159485437,37654.46456500144,39333.84743499794,42761.87562791801,40833.81174491825,42294.363961754374,46678.1452239849,35277.25512535292,45387.20145202081,40475.35314148842,37194.59811607306,35742.99639763523
22,49515.36288338952,43702.68797563591,43845.14745784126,33891.424345797175,46308.88977197644,40758.3682826163,43237.69217377436,41716.09715601591,43828.05907418156,46420.41673669579,45035.65300175602,47270.85212961858,49050.01451387402,43819.85300263092,43468.58482554844,48064.72849171843,48318.551323967775,47369.89077792975,41953.02781843408,46352.49620960513,45350.30593295133,48368.09261231892,43166.80931347921,39666.84706832027,47208.757761216875,36813.22117357727,42659.15710753174,41725.77436378146,41704.20905310161,42603.09929294369,48895.59542320522,47625.777340820394,44194.46181762398,48627.59510994896,41600.6491034676,41165.49316560909,47763.50930958909,46854.85833383247,43527.15711493337,41366.525140165984,49671.14200012141,39495.67183696698,43085.03700690061,45731.444888057275,50766.92738698063,46225.920678634306,46536.97488964256,43177.97215952599,46819.13672087871,45336.98982681308,39916.913470663814,47537.39153117794,48105.258847509926,47570.76815622772,45106.64936213056,41940.23397392113,37610.61205988843,45502.57153728464,48462.21459117072,48185.703901065855,47611.43309886031,44762.52486864195,48479.88535690079,47957.31783633889,43647.57260569101,47165.11365317071,43284.930734690264,46728.07754117415,40842.82673823659,41088.92221224665,48386.262550220505,48000.19239105525,47027.55692984266,45281.500227369055,37347.921820722724,44760.39699773923,46453.38613500748,43288.85360780931,42720.01858301364,49622.145242091814,44807.07522754684,46455.344542855615,47477.22067718197,41795.40135518375,45618.26375268542,49222.86238232736,50821.51418655911,45127.79647108701,44238.58064848936,45860.877018040104,45779.63855048807,49437.62581161969,41811.546594665386,44104.40612426873,41425.14775399517,41761.29636544775,46205.0368484452,47591.545093238485,42921.94658002001,47470.703324720926
23,50878.220753236485,47765.29462924127,45676.89901299801,47246.72188337399,41033.21897189709,47954.15364320279,43281.76874957495,42176.50559035119,41562.79403844618,49924.23916360412,44279.28643311237,51130.15089395502,44436.9504697478,40617.26261651065,42437.2228022653,49893.99112341614,45369.812699289534,44043.46044920987,46239.331050001645,47262.2704123018,49161.53479674646,50150.34905080887,44293.18477791937,41130.38477827485,43979.94178743582,46065.22085338846,42077.58759774221,42028.026163244955,46120.323241161655,44793.8074244695,44983.738264104955,42380.895737040584,44000.09145191529,41709.12060500809,47444.59451155891,47838.05039636853,38546.744295383556,41409.40363122267,39524.23769684306,42162.34765232217,43904.71566838802,39462.145397974804,41080.35162830203,40746.93236893516,44552.14434296551,44040.08369669782,41437.91457679554,44242.59446761375,41856.68433538136,42666.05718231016,48819.69315360179,47683.41475966851,39164.572365064014,45907.66898973861,45778.287156191276,39436.66858710273,45660.4925004196,47891.07910861714,39306.84651900778,39892.27380103718,46014.092451474964,43555.65368151076,44380.88569692809,43635.340037936134,43724.97442171754,38159.329593444934,45684.74999452197,46005.314238395134,41457.868810901506,41982.08588180776,37150.961042326744,43625.41319905505,43739.67472257617,41639.37258398604,45365.607519262376,40627.92255783389,43433.00158912215,38292.62967174078,41409.48160205092,40856.20778885234,42064.41969396536,40090.241100460524,40781.30789587086,43774.66407992595,39662.96050144377,35848.852267535214,46517.86041264926,45269.1379002944,36642.5371534398,42914.135683855326,39026.844370599334,41408.81565471595,41436.46670779268,39674.137463230196,37845.48522365888,38073.09691541625,37280.30708258124,37479.58307507672,39855.73654254913,37709.56803484559
24,50167.92582051567,48190.70001758251,46305.20570360103,46448.10059635035,40518.657406941544,45661.67929547013,49534.4653215412,47180.28641019395,45493.87739860611,50478.19902661449,44407.86968748543,43017.42183993061,45492.26213145042,47452.69557795711,39503.05889341357,45911.579659169336,47593.104049716196,44137.146799050046,48542.287252168455,47051.79731971542,51852.42597923545,42598.07072774011,47658.271521587485,41744.56349504831,39830.82735591447,38486.30130298281,46722.63687167016,45589.59332462113,43467.03661644239,39324.78613136124,42790.76279635623,45013.09762456146,47538.14197373791,44947.085599207596,45806.59309665689,43796.376380882764,50597.517448086895,41741.60113814967,42762.43770468759,43424.454163220755,46736.65407352552,41675.648672681986,45434.2994897536,45527.71245896498,42778.05449365318,46055.93427506194,41774.99552404022,41425.36274412241,45318.73842086861,39688.7821264702,38136.63135183924,46705.066562549764,48356.703816291745,43506.23002018391,42862.17391328714,48217.71272311859,41334.27770240346,40637.207600892296,47264.43655586716,45028.92219683938,48407.60556572876,38151.149187910465,40517.8432284206,45045.8625915013,46336.555835148116,47710.390680606266,45559.41686018809,45526.89649714742,43753.915062303364,50090.89569569446,41470.32494249441,46148.864488179,41839.011729318336,46711.29134657603,41681.543777959145,47380.21023520146,45358.73582983846,50582.84535442778,44100.73712873093,46359.89157199214,42505.099902525726,44078.742379387855,45338.39833422193,40112.8962480916,40463.60341060873,46919.54975947407,44532.52217109862,43102.63509424633,42641.64422266638,42764.83585368418,45360.16228802633,46424.114765171806,38305.256865199284,49521.06898166366,49293.44244141437,37541.90475664992,48474.96542823295,48376.700324259335,45001.425581400144,40849.0604099684
25,48049.02775309787,49886.95737581398,43614.11881124974,47062.077704369534,43755.81291378104,47463.69266462246,43710.649344195896,45199.1278197378,43247.7341710147,48447.272337472066,49039.97286623062,45471.43639835849,46273.87673538724,41445.315553980734,45051.13573647929,45778.73916486035,54255.22475998279,42239.68531550247,50412.63989128053,48846.51373165624,46483.89508022703,51142.73706457594,46635.18195678641,46619.04679987474,45133.04421337416,49147.74365606284,48670.31770981099,43088.74177092121,40798.610997485965,44299.95690982884,42318.66447271541,44604.80216931167,48697.175768362984,43203.30137038894,44458.924775762556,44710.92527663939,47169.524277602366,37193.79251508765,42371.690369882366,44918.532057718556,48011.96983228313,42526.922268990245,38025.33437096904,45942.67258668759,41855.72924464688,40011.248509092664,41749.569500392434,43086.286532268954,41670.877679538324,36477.54215263651,46335.25829468529,47473.5395260313,45408.10269551874,39611.93110716584,42537.04527318613,43090.24290237684,44956.546087002156,45108.38653359483,40549.63374289872,43090.66860880622,44220.873052344534,47345.50011773834,44870.58254360073,45070.435945056204,42742.99268412143,46917.509668691615,43644.57428040373,39507.14495007083,46682.703096319805,44354.502593337005,40632.76418289391,40445.4204841204,42858.13265354135,43320.57518324011,42399.01201769663,42693.157451986925,47066.12622490705,44984.49364270719,42094.88237689656,44426.33527259736,38039.35785214622,42546.09383255706,46991.80052116615,40433.56626605753,38348.177489024994,38903.21454640119,37432.36619969627,38337.2467424762,39592.15186228969,36209.256245699056,40686.34230500236,43452.943521773836,37590.12971847935,45285.950979896086,41988.07003682365,43580.686156825264,38107.050639794375,42875.89486802731,36576.518589442065,42848.792002676826
