Simulation,Iteration,S=0,S=1,S=2
2,73,0.029757074,0.281832288,0.688410637
2,74,0.029262412,0.276838637,0.693898951
2,75,0.029191684,0.282352288,0.688456028
2,76,0.03022113,0.281180291,0.68859858
2,77,0.028938195,0.272992902,0.698068903
2,78,0.028932869,0.284492231,0.6865749
2,79,0.029684314,0.269149389,0.701166297
2,80,0.029758601,0.272103854,0.698137545
2,81,0.029515952,0.269774229,0.700709819
2,82,0.028568166,0.292669732,0.678762101
2,83,0.029333616,0.27409805,0.696568334
2,84,0.029035674,0.274917463,0.696046863
2,85,0.029114123,0.270657869,0.700228008
2,86,0.028935744,0.268186999,0.702877257
2,87,0.029901092,0.272017764,0.698081144
2,88,0.029897633,0.26939697,0.700705396
2,89,0.030206323,0.252367857,0.71742582
2,90,0.030047842,0.267641144,0.702311014
2,91,0.030183914,0.262638061,0.707178025
2,92,0.02970522,0.263446321,0.706848459
2,93,0.029804522,0.256698714,0.713496764
2,94,0.029493065,0.260725971,0.709780964
2,95,0.029916068,0.264717245,0.705366687
2,96,0.030947803,0.232545767,0.73650643
2,97,0.030288295,0.251081254,0.718630451
2,98,0.030847642,0.239522977,0.72962938
2,99,0.030497983,0.256578969,0.712923048
3,0,0.291752734,0.404048912,0.304198354
3,1,0.281721907,0.392373292,0.325904801
3,2,0.257690011,0.397928188,0.3443818
3,3,0.242070193,0.394839013,0.363090794
3,4,0.231798602,0.378007087,0.390194312
3,5,0.223125007,0.38490854,0.391966452
3,6,0.201894143,0.374108493,0.423997364
3,7,0.200354007,0.362076384,0.437569608
3,8,0.194536475,0.362597444,0.442866082
3,9,0.170178148,0.377297418,0.452524435
3,10,0.170826084,0.377132404,0.452041512
3,11,0.158710069,0.358480533,0.482809398
3,12,0.15039539,0.337592993,0.512011617
3,13,0.14421979,0.352844597,0.502935613
3,14,0.135009031,0.347180788,0.51781018
3,15,0.125958579,0.345659739,0.528381682
3,16,0.125446402,0.340623463,0.533930135
3,17,0.130531117,0.33545691,0.534011974
3,18,0.113905897,0.354652131,0.531441972
3,19,0.113305308,0.340992617,0.545702075
3,20,0.103772124,0.348317838,0.547910038
3,21,0.095033422,0.342673311,0.562293268
3,22,0.093775342,0.328587651,0.577637007
3,23,0.092425956,0.340566867,0.567007176
3,24,0.088054278,0.33518954,0.576756182
3,25,0.08060425,0.333872253,0.585523496
3,26,0.077563353,0.332886265,0.589550382
3,27,0.084097891,0.327637894,0.588264215
3,28,0.073686836,0.321760691,0.604552473
3,29,0.063931265,0.33040965,0.605659085
3,30,0.060591526,0.331483845,0.607924629
3,31,0.056416534,0.33230979,0.611273676
3,32,0.066155062,0.323029389,0.610815549
3,33,0.060136386,0.334475807,0.605387807
3,34,0.051833162,0.326261815,0.621905023
3,35,0.058676767,0.323775076,0.617548157
3,36,0.049396414,0.323999029,0.626604557
3,37,0.042327216,0.316973711,0.640699073
3,38,0.046872921,0.315463801,0.637663278
3,39,0.041681628,0.308834244,0.649484128
3,40,0.041641129,0.318957455,0.639401416
3,41,0.029904168,0.325117718,0.644978115
3,42,0.030820498,0.324763926,0.644415576
3,43,0.03953975,0.30882027,0.65163998
3,44,0.038350459,0.316562945,0.645086596
3,45,0.036798003,0.318471242,0.644730756
3,46,0.038985141,0.313437237,0.647577621
3,47,0.030718161,0.288084582,0.681197257
3,48,0.028523809,0.303396948,0.668079243
3,49,0.029072344,0.300943919,0.669983736
3,50,0.02861333,0.315236071,0.656150599
3,51,0.028550201,0.308035358,0.663414441
3,52,0.028504684,0.295016121,0.676479195
3,53,0.028539467,0.307028152,0.664432382
3,54,0.029408744,0.297956549,0.672634706
3,55,0.028933939,0.295347079,0.675718981
3,56,0.028678702,0.294481802,0.676839496
3,57,0.028602703,0.30417804,0.667219257
3,58,0.028034323,0.304747692,0.667217985
3,59,0.028697771,0.291517673,0.679784556
3,60,0.028457909,0.305747499,0.665794592
3,61,0.028805822,0.295787586,0.675406592
3,62,0.029313125,0.301360404,0.669326471
3,63,0.028575198,0.289473813,0.681950989
3,64,0.029069477,0.291719142,0.679211381
3,65,0.028942782,0.295127767,0.67592945
3,66,0.028933205,0.296472003,0.674594793
3,67,0.029140454,0.281340146,0.689519399
3,68,0.029429526,0.289465577,0.681104896
3,69,0.028896603,0.30066655,0.670436847
3,70,0.029088636,0.286727931,0.684183432
3,71,0.029256326,0.287971173,0.6827725
3,72,0.028775325,0.290229628,0.680995048
3,73,0.02954716,0.280088848,0.690363992
3,74,0.02883128,0.276337419,0.694831301
3,75,0.028882143,0.283557256,0.687560601
3,76,0.02880566,0.285404089,0.68579025
3,77,0.030265899,0.26198354,0.707750561
3,78,0.028950641,0.264851552,0.706197807
3,79,0.029886034,0.269292472,0.700821494
3,80,0.029749153,0.27522888,0.695021967
3,81,0.029607358,0.264537798,0.705854844
3,82,0.029336452,0.276152465,0.694511083
3,83,0.029816271,0.274276425,0.695907304
3,84,0.028789087,0.270251965,0.700958947
3,85,0.029152257,0.272808957,0.698038786
3,86,0.029550798,0.272347867,0.698101335
3,87,0.029194418,0.257712663,0.71309292
3,88,0.029566671,0.263842565,0.706590764
3,89,0.030019891,0.260715522,0.709264587
3,90,0.029650507,0.247076693,0.7232728
3,91,0.029489878,0.267039785,0.703470337
3,92,0.029849902,0.258465735,0.711684363
3,93,0.03063196,0.249206099,0.720161941
3,94,0.029920382,0.262247417,0.707832201
3,95,0.0303341,0.25664784,0.71301806
3,96,0.030374717,0.236869548,0.732755735
3,97,0.031166838,0.248600213,0.720232949
3,98,0.030073031,0.245104265,0.724822704
3,99,0.03052584,0.256524018,0.712950143
4,0,0.306529031,0.395605278,0.297865691
4,1,0.279866482,0.401863125,0.318270393
4,2,0.26380566,0.379093114,0.357101226
4,3,0.255157198,0.395517636,0.349325166
4,4,0.240731163,0.386240317,0.37302852
4,5,0.221089839,0.371363483,0.407546678
4,6,0.210075704,0.38330331,0.406620987
4,7,0.201817301,0.377285549,0.42089715
4,8,0.188684326,0.365430225,0.44588545
4,9,0.173038616,0.37229685,0.454664534
4,10,0.171978969,0.354129442,0.473891589
4,11,0.166632855,0.339862215,0.49350493
4,12,0.153949466,0.3674315,0.478619035
4,13,0.154069835,0.345857107,0.500073058
4,14,0.147828165,0.353454616,0.49871722
4,15,0.129462841,0.350835477,0.519701682
4,16,0.12484851,0.347996777,0.527154714
4,17,0.123163348,0.349889092,0.52694756
4,18,0.114596075,0.341642453,0.543761471
4,19,0.112475682,0.333114475,0.554409842
4,20,0.102898418,0.328943828,0.568157754
4,21,0.097040323,0.327344316,0.57561536
4,22,0.090780169,0.340200598,0.569019233
4,23,0.089363903,0.327265522,0.583370575
4,24,0.082935254,0.337385983,0.579678763
4,25,0.083646396,0.32741418,0.588939425
4,26,0.06998587,0.32663221,0.60338192
4,27,0.078690653,0.322731582,0.598577765
4,28,0.058033271,0.343924605,0.598042125
4,29,0.065718917,0.328679895,0.605601188
4,30,0.058576511,0.334479585,0.606943904
4,31,0.051846624,0.33707486,0.611078516
4,32,0.047675687,0.330335899,0.621988415
4,33,0.049138205,0.33163547,0.619226325
4,34,0.051482204,0.327418474,0.621099322
4,35,0.045522208,0.338638438,0.615839354
4,36,0.040958448,0.326443492,0.632598061
4,37,0.050654505,0.315452506,0.633892989
4,38,0.037008799,0.330740157,0.632251044
4,39,0.042795086,0.324091825,0.633113089
4,40,0.03454698,0.313063491,0.652389529
4,41,0.031300866,0.325105379,0.643593755
4,42,0.031474249,0.326542554,0.641983196
4,43,0.036214086,0.310573251,0.653212663
4,44,0.028553539,0.310415176,0.661031285
4,45,0.030842058,0.320411874,0.648746068
4,46,0.028535732,0.310811832,0.660652435
4,47,0.029179627,0.310245374,0.660574999
4,48,0.027763045,0.311034442,0.661202513
4,49,0.03510261,0.316617521,0.648279868
4,50,0.028591226,0.309915898,0.661492876
4,51,0.028589243,0.318267937,0.65314282
4,52,0.028186713,0.313030803,0.658782484
4,53,0.028618369,0.304183444,0.667198187
4,54,0.028168096,0.31729021,0.654541694
4,55,0.027850031,0.308671708,0.663478261
4,56,0.02894107,0.284884833,0.686174096
4,57,0.029101011,0.294245356,0.676653633
4,58,0.029153693,0.281399504,0.689446803
4,59,0.028436596,0.291341367,0.680222037
4,60,0.02883277,0.285423975,0.685743255
4,61,0.029096685,0.290416512,0.680486803
4,62,0.028999762,0.306398232,0.664602006
4,63,0.029294144,0.280244544,0.690461312
4,64,0.028700936,0.291149619,0.680149445
4,65,0.029135406,0.294026669,0.676837925
4,66,0.029003222,0.289235698,0.68176108
4,67,0.029006395,0.289863453,0.681130152
4,68,0.029293482,0.268178778,0.70252774
4,69,0.02879698,0.275835713,0.695367307
4,70,0.028375071,0.292612623,0.679012306
4,71,0.029527758,0.276040766,0.694431476
4,72,0.028417752,0.291353188,0.68022906
4,73,0.029450541,0.270283041,0.700266418
4,74,0.029735167,0.270201861,0.700062971
4,75,0.028985306,0.267482052,0.703532642
4,76,0.029234787,0.288585661,0.682179552
4,77,0.029368763,0.272025349,0.698605889
4,78,0.029086507,0.27658578,0.694327713
4,79,0.02952615,0.276600381,0.693873469
4,80,0.029358368,0.272292261,0.698349372
4,81,0.0289124,0.279499936,0.691587664
4,82,0.029291534,0.276778391,0.693930075
4,83,0.029823513,0.26126729,0.708909197
4,84,0.029717395,0.267428387,0.702854218
4,85,0.028979813,0.278830736,0.692189451
4,86,0.02972428,0.27038452,0.6998912
4,87,0.030341522,0.255984701,0.713673777
4,88,0.03026205,0.254500086,0.715237864
4,89,0.02927391,0.267420066,0.703306023
4,90,0.030236729,0.272796511,0.69696676
4,91,0.03052307,0.25731717,0.712159759
4,92,0.02912761,0.260286613,0.710585777
4,93,0.02949839,0.270485323,0.700016287
4,94,0.029782422,0.27018052,0.700037058
4,95,0.029431279,0.26694502,0.703623701
4,96,0.030255086,0.262311938,0.707432977
4,97,0.030940961,0.259134366,0.709924673
4,98,0.030289503,0.249878654,0.719831844
4,99,0.030551126,0.254415652,0.715033223
5,0,0.300202967,0.406116204,0.293680829
5,1,0.28373366,0.397281002,0.318985339
5,2,0.26931052,0.392316859,0.338372621
5,3,0.241550611,0.396614676,0.361834713
5,4,0.245185815,0.361074159,0.393740026
5,5,0.226925365,0.389509429,0.383565207
5,6,0.206176262,0.383253389,0.410570349
5,7,0.195570964,0.356035645,0.448393391
5,8,0.183831332,0.372987258,0.44318141
5,9,0.17989129,0.366150717,0.453957994
5,10,0.16212237,0.3681117,0.46976593
5,11,0.170551574,0.353877482,0.475570944
5,12,0.15430029,0.359943784,0.485755927
5,13,0.142009362,0.35690628,0.501084358
5,14,0.134631807,0.354776138,0.510592056
5,15,0.126815005,0.351441954,0.521743041
5,16,0.130510538,0.350226925,0.519262537
5,17,0.122748401,0.34960306,0.527648539
5,18,0.108325498,0.342734868,0.548939634
5,19,0.112871648,0.338815289,0.548313063
5,20,0.102539766,0.33278213,0.564678104
5,21,0.098664594,0.333527664,0.567807742
5,22,0.089789411,0.3410383,0.569172289
5,23,0.084915728,0.34006508,0.575019192
5,24,0.091135648,0.341128958,0.567735394
5,25,0.081192484,0.340884517,0.577922999
5,26,0.083304991,0.326289124,0.590405885
5,27,0.071708562,0.33830883,0.589982608
5,28,0.065963463,0.342105139,0.591931398
5,29,0.066738771,0.325251374,0.608009855
5,30,0.072315116,0.322858638,0.604826246
5,31,0.056321809,0.323947965,0.619730226
5,32,0.060248223,0.323243692,0.616508085
5,33,0.054666342,0.329287602,0.616046056
5,34,0.045219185,0.328455574,0.626325241
5,35,0.043213578,0.326601361,0.630185061
5,36,0.043769079,0.328926099,0.627304822
5,37,0.045176647,0.320071806,0.634751547
5,38,0.047244535,0.318305029,0.634450436
5,39,0.033027861,0.326054434,0.640917704
5,40,0.041392161,0.321795253,0.636812586
5,41,0.035957776,0.312690537,0.651351687
5,42,0.034450516,0.326488698,0.639060786
5,43,0.035278038,0.313035472,0.65168649
5,44,0.039690286,0.313167878,0.647141836
5,45,0.03182229,0.317842238,0.650335472
5,46,0.028545386,0.318511513,0.652943101
5,47,0.028663828,0.313454294,0.657881877
5,48,0.029792995,0.309010706,0.661196299
5,49,0.02866883,0.318166958,0.653164212
5,50,0.028850786,0.298180937,0.672968277
5,51,0.02916518,0.301579376,0.669255444
5,52,0.028483688,0.312353786,0.659162526
5,53,0.028194691,0.323163292,0.648642017
5,54,0.028645699,0.312187297,0.659167004
5,55,0.027840241,0.311169223,0.660990536
5,56,0.029017688,0.300630792,0.670351519
5,57,0.028996224,0.296984688,0.674019088
5,58,0.028340598,0.299169538,0.672489863
5,59,0.028312158,0.302130879,0.669556963
5,60,0.028711484,0.283263102,0.688025414
5,61,0.028756387,0.29278179,0.678461822
5,62,0.0290356,0.29596029,0.67500411
5,63,0.028512231,0.282990314,0.688497454
5,64,0.028916298,0.286664689,0.684419014
5,65,0.028762682,0.297162462,0.674074856
5,66,0.02883956,0.292910763,0.678249677
5,67,0.028747938,0.293678741,0.677573321
5,68,0.029025752,0.290584972,0.680389276
5,69,0.02973706,0.284208955,0.686053985
5,70,0.028555596,0.283814471,0.687629933
5,71,0.02943837,0.27760708,0.69295455
5,72,0.029232577,0.280429627,0.690337796
5,73,0.028939196,0.269164862,0.701895942
5,74,0.029644736,0.278433153,0.691922111
5,75,0.02909625,0.278614459,0.692289291
5,76,0.029709848,0.277562845,0.692727308
5,77,0.029548086,0.270366666,0.700085248
5,78,0.029043048,0.283843671,0.68711328
5,79,0.029271228,0.272326934,0.698401837
5,80,0.029308014,0.267199791,0.703492196
5,81,0.030035991,0.266768398,0.703195611
5,82,0.029718506,0.25462581,0.715655684
5,83,0.02926041,0.2653158,0.705423789
5,84,0.030152902,0.260264861,0.709582237
5,85,0.029502925,0.273720752,0.696776322
5,86,0.029888769,0.26899083,0.701120401
5,87,0.029427063,0.278346106,0.69222683
5,88,0.030129514,0.270058279,0.699812206
5,89,0.029863406,0.256710756,0.713425837
5,90,0.031142395,0.254159609,0.714697996
5,91,0.029932205,0.269576072,0.700491723
5,92,0.030417772,0.25106482,0.718517407
5,93,0.029786272,0.253192712,0.717021015
5,94,0.029759372,0.272116364,0.698124264
5,95,0.029829354,0.260679158,0.709491488
5,96,0.030091688,0.259233987,0.710674324
5,97,0.029665157,0.259543948,0.710790895
5,98,0.02988806,0.259613319,0.710498621
5,99,0.029598823,0.262254912,0.708146265
6,0,0.30071764,0.403675209,0.295607151
6,1,0.275904775,0.402359882,0.321735343
6,2,0.266418188,0.389863682,0.34371813
6,3,0.24817958,0.389977547,0.361842873
6,4,0.238952162,0.376276394,0.384771444
6,5,0.229274271,0.363805696,0.406920032
6,6,0.214398526,0.372693551,0.412907923
6,7,0.199327842,0.370631449,0.430040709
6,8,0.191906201,0.374348905,0.433744894
6,9,0.17230784,0.367007621,0.460684539
6,10,0.180670628,0.361819402,0.45750997
6,11,0.155271467,0.359504196,0.485224337
6,12,0.146150278,0.359426419,0.494423303
6,13,0.148763236,0.351235297,0.500001467
6,14,0.145121005,0.346513562,0.508365433
6,15,0.133372625,0.339750283,0.526877092
6,16,0.123435727,0.350046799,0.526517475
6,17,0.115465126,0.342289498,0.542245376
6,18,0.113885645,0.347590303,0.538524052
6,19,0.10289746,0.343448709,0.553653831
6,20,0.100332377,0.343724547,0.555943076
6,21,0.100415007,0.338717815,0.560867178
6,22,0.090862941,0.34065022,0.568486838
6,23,0.090576605,0.342843655,0.56657974
6,24,0.082302625,0.348020406,0.569676969
6,25,0.073372973,0.341907509,0.584719518
6,26,0.079741559,0.339826304,0.580432137
6,27,0.065809623,0.339821569,0.594368808
6,28,0.065541167,0.334790159,0.599668674
6,29,0.063707104,0.340345071,0.595947825
6,30,0.067889749,0.322110106,0.610000146
6,31,0.057255143,0.324709563,0.618035294
6,32,0.052824444,0.324212675,0.62296288
6,33,0.054088713,0.321214557,0.624696731
6,34,0.049385045,0.326576669,0.624038286
6,35,0.047781957,0.322241166,0.629976877
6,36,0.046912879,0.324481265,0.628605856
6,37,0.03872861,0.318151301,0.643120089
6,38,0.034893382,0.326166204,0.638940414
6,39,0.049347549,0.317033287,0.633619164
6,40,0.037802485,0.327456021,0.634741494
6,41,0.03782339,0.316785306,0.645391303
6,42,0.031231248,0.319250854,0.649517898
6,43,0.037483156,0.308036331,0.654480513
6,44,0.029101785,0.310415514,0.660482701
6,45,0.02910791,0.311401049,0.659491041
6,46,0.028163071,0.312376227,0.659460701
6,47,0.028988789,0.321815142,0.64919607
6,48,0.028019886,0.312088497,0.659891617
6,49,0.028623521,0.303620257,0.667756222
6,50,0.028612909,0.314095209,0.657291882
6,51,0.028333447,0.305867372,0.665799182
6,52,0.028919676,0.309088286,0.661992038
6,53,0.028944759,0.296474162,0.674581079
6,54,0.02854705,0.304230055,0.667222895
6,55,0.02856062,0.30323404,0.66820534
6,56,0.028902645,0.304603816,0.666493539
6,57,0.028749289,0.304394469,0.666856242
6,58,0.028523777,0.303366689,0.668109534
6,59,0.0292874,0.292508714,0.678203886
6,60,0.028787221,0.294516254,0.676696525
6,61,0.028858167,0.300830455,0.670311378
6,62,0.028658643,0.289812112,0.681529245
6,63,0.028205606,0.295350009,0.676444385
6,64,0.028979746,0.29359582,0.677424435
6,65,0.029245815,0.274877445,0.69587674
6,66,0.02881187,0.296180534,0.675007596
6,67,0.029318622,0.290561051,0.680120326
6,68,0.02968504,0.276340603,0.693974357
6,69,0.029135659,0.284491885,0.686372457
6,70,0.030014085,0.281387802,0.688598113
6,71,0.028774072,0.287698088,0.68352784
6,72,0.029181838,0.282626761,0.688191401
6,73,0.029211143,0.272789707,0.69799915
6,74,0.028870704,0.284845361,0.686283935
6,75,0.029143592,0.282643192,0.688213217
6,76,0.029517446,0.277946934,0.69253562
6,77,0.029305797,0.264609227,0.706084976
6,78,0.029046396,0.264703139,0.706250465
6,79,0.029814523,0.27004847,0.700137007
6,80,0.028994014,0.276653974,0.694352011
6,81,0.030255829,0.262684897,0.707059273
6,82,0.029771474,0.273188235,0.697040291
6,83,0.029813472,0.270050016,0.700136512
6,84,0.029171149,0.275261556,0.695567295
6,85,0.029958896,0.273164702,0.696876402
6,86,0.029148235,0.267239832,0.703611933
6,87,0.029671664,0.260050591,0.710277745
6,88,0.030005683,0.25440487,0.715589446
6,89,0.030063968,0.262455192,0.707480839
6,90,0.029449686,0.266429336,0.704120978
6,91,0.030620189,0.275449135,0.693930675
6,92,0.030005408,0.256346386,0.713648206
6,93,0.030264737,0.252693879,0.717041384
6,94,0.03101197,0.255341155,0.713646875
6,95,0.030059257,0.255197419,0.714743324
6,96,0.029965879,0.255619906,0.714414215
6,97,0.030346325,0.270853308,0.698800367
6,98,0.030603359,0.257831729,0.711564911
6,99,0.029521056,0.252048476,0.718430468
7,0,0.301226899,0.389234729,0.309538372
7,1,0.292262042,0.395256989,0.312480969
7,2,0.274349745,0.384634975,0.34101528
7,3,0.254148314,0.393575209,0.352276477
7,4,0.237482988,0.385638263,0.376878749
7,5,0.219400436,0.384250414,0.396349149
7,6,0.214724522,0.381881036,0.403394442
7,7,0.188427916,0.378465893,0.43310619
7,8,0.183964154,0.38819069,0.427845156
7,9,0.180479931,0.352834708,0.466685361
7,10,0.168864213,0.37083926,0.460296527
7,11,0.162706382,0.363452505,0.473841114
7,12,0.157361262,0.361612659,0.481026079
7,13,0.143636266,0.350286309,0.506077424
7,14,0.140021393,0.360867775,0.499110832
7,15,0.132507831,0.354067835,0.513424334
7,16,0.120560492,0.368481077,0.510958431
7,17,0.116475405,0.351030022,0.532494574
7,18,0.110834767,0.339454357,0.549710877
7,19,0.107055262,0.341163083,0.551781655
7,20,0.097643634,0.349090422,0.553265943
7,21,0.101572257,0.338479874,0.559947869
7,22,0.095811384,0.33959883,0.564589786
7,23,0.084238602,0.339332256,0.576429142
7,24,0.082223215,0.333518373,0.584258412
7,25,0.088782567,0.329270202,0.581947231
7,26,0.075947073,0.335558399,0.588494528
7,27,0.073803199,0.329674183,0.596522619
7,28,0.065802854,0.337400753,0.596796393
7,29,0.064346216,0.334020081,0.601633703
7,30,0.069334676,0.326384892,0.604280431
7,31,0.058507034,0.335772129,0.605720837
7,32,0.055755577,0.324538862,0.619705562
7,33,0.054029213,0.333836429,0.612134358
